id,date,region,transportation_type,value
674,2020-02-11,Vancouver,transit,87.62
675,2020-02-12,Vancouver,transit,87.71
676,2020-02-13,Vancouver,transit,92.11
677,2020-02-14,Vancouver,transit,114.54
678,2020-02-15,Vancouver,transit,98.97
679,2020-02-16,Vancouver,transit,89.15
680,2020-02-17,Vancouver,transit,87.66
681,2020-02-18,Vancouver,transit,96.72
682,2020-02-19,Vancouver,transit,98.09
683,2020-02-20,Vancouver,transit,96.7
684,2020-02-21,Vancouver,transit,106.04
685,2020-02-22,Vancouver,transit,99.21
686,2020-02-23,Vancouver,transit,79.62
687,2020-02-24,Vancouver,transit,86.78
688,2020-02-25,Vancouver,transit,84.92
689,2020-02-26,Vancouver,transit,86.25
690,2020-02-27,Vancouver,transit,88.43
691,2020-02-28,Vancouver,transit,100.88
692,2020-02-29,Vancouver,transit,106.99
693,2020-03-01,Vancouver,transit,81.56
694,2020-03-02,Vancouver,transit,85.44
695,2020-03-03,Vancouver,transit,86.57
696,2020-03-04,Vancouver,transit,91.62
697,2020-03-05,Vancouver,transit,87.07
698,2020-03-06,Vancouver,transit,103.19
699,2020-03-07,Vancouver,transit,95.74
700,2020-03-08,Vancouver,transit,82.27
701,2020-03-09,Vancouver,transit,81.5
702,2020-03-10,Vancouver,transit,79.71
703,2020-03-11,Vancouver,transit,80.43
704,2020-03-12,Vancouver,transit,75.31
705,2020-03-13,Vancouver,transit,75.87
706,2020-03-14,Vancouver,transit,71.08
707,2020-03-15,Vancouver,transit,58.19
708,2020-03-16,Vancouver,transit,53.46
709,2020-03-17,Vancouver,transit,42.71
710,2020-03-18,Vancouver,transit,36.94
711,2020-03-19,Vancouver,transit,32.15
712,2020-03-20,Vancouver,transit,31.19
713,2020-03-21,Vancouver,transit,27.75
714,2020-03-22,Vancouver,transit,20.9
715,2020-03-23,Vancouver,transit,21.91
716,2020-03-24,Vancouver,transit,20.02
717,2020-03-25,Vancouver,transit,20.58
718,2020-03-26,Vancouver,transit,19.06
719,2020-03-27,Vancouver,transit,18.77
720,2020-03-28,Vancouver,transit,18.3
721,2020-03-29,Vancouver,transit,18.01
722,2020-03-30,Vancouver,transit,20.01
723,2020-03-31,Vancouver,transit,20.35
724,2020-04-01,Vancouver,transit,19.36
725,2020-04-02,Vancouver,transit,18.65
726,2020-04-03,Vancouver,transit,19.44
727,2020-04-04,Vancouver,transit,18.04
728,2020-04-05,Vancouver,transit,17.69
729,2020-04-06,Vancouver,transit,20.94
730,2020-04-07,Vancouver,transit,19.59
731,2020-04-08,Vancouver,transit,20.15
732,2020-04-09,Vancouver,transit,19.31
733,2020-04-10,Vancouver,transit,19.51
734,2020-04-11,Vancouver,transit,18.63
735,2020-04-12,Vancouver,transit,17.18
736,2020-04-13,Vancouver,transit,19.21
737,2020-01-13,Vancouver,walking,100.0
738,2020-01-14,Vancouver,walking,105.24
739,2020-01-15,Vancouver,walking,91.04
740,2020-01-16,Vancouver,walking,111.66
741,2020-01-17,Vancouver,walking,139.11
742,2020-01-18,Vancouver,walking,144.62
743,2020-01-19,Vancouver,walking,111.74
744,2020-01-20,Vancouver,walking,127.23
745,2020-01-21,Vancouver,walking,123.44
746,2020-01-22,Vancouver,walking,124.74
747,2020-01-23,Vancouver,walking,126.53
748,2020-01-24,Vancouver,walking,151.17
749,2020-01-25,Vancouver,walking,155.88
750,2020-01-26,Vancouver,walking,115.95
751,2020-01-27,Vancouver,walking,122.67
752,2020-01-28,Vancouver,walking,119.75
753,2020-01-29,Vancouver,walking,113.42
754,2020-01-30,Vancouver,walking,122.02
755,2020-01-31,Vancouver,walking,134.76
756,2020-02-01,Vancouver,walking,152.83
757,2020-02-02,Vancouver,walking,106.51
758,2020-02-03,Vancouver,walking,113.92
759,2020-02-04,Vancouver,walking,99.42
760,2020-02-05,Vancouver,walking,115.89
761,2020-02-06,Vancouver,walking,126.94
762,2020-02-07,Vancouver,walking,152.35
763,2020-02-08,Vancouver,walking,179.32
764,2020-02-09,Vancouver,walking,122.22
765,2020-02-10,Vancouver,walking,124.2
766,2020-02-11,Vancouver,walking,125.66
767,2020-02-12,Vancouver,walking,129.05
768,2020-02-13,Vancouver,walking,133.32
769,2020-02-14,Vancouver,walking,191.7
770,2020-02-15,Vancouver,walking,173.07
771,2020-02-16,Vancouver,walking,157.44
772,2020-02-17,Vancouver,walking,123.35
773,2020-02-18,Vancouver,walking,137.17
774,2020-02-19,Vancouver,walking,145.23
775,2020-02-20,Vancouver,walking,151.22
776,2020-02-21,Vancouver,walking,177.14
777,2020-02-22,Vancouver,walking,179.83
778,2020-02-23,Vancouver,walking,116.49
779,2020-02-24,Vancouver,walking,120.73
780,2020-02-25,Vancouver,walking,120.24
781,2020-02-26,Vancouver,walking,127.04
782,2020-02-27,Vancouver,walking,126.08
783,2020-02-28,Vancouver,walking,151.37
784,2020-02-29,Vancouver,walking,180.47
785,2020-03-01,Vancouver,walking,118.62
786,2020-03-02,Vancouver,walking,108.45
787,2020-03-03,Vancouver,walking,118.08
788,2020-03-04,Vancouver,walking,143.1
789,2020-03-05,Vancouver,walking,134.11
790,2020-03-06,Vancouver,walking,177.98
791,2020-03-07,Vancouver,walking,173.67
792,2020-03-08,Vancouver,walking,131.97
793,2020-03-09,Vancouver,walking,116.52
794,2020-03-10,Vancouver,walking,108.03
795,2020-03-11,Vancouver,walking,116.99
796,2020-03-12,Vancouver,walking,110.71
797,2020-03-13,Vancouver,walking,113.34
798,2020-03-14,Vancouver,walking,110.6
799,2020-03-15,Vancouver,walking,87.1
800,2020-03-16,Vancouver,walking,84.16
801,2020-03-17,Vancouver,walking,74.36
802,2020-03-18,Vancouver,walking,69.33
803,2020-03-19,Vancouver,walking,64.05
804,2020-03-20,Vancouver,walking,65.27
805,2020-03-21,Vancouver,walking,58.78
806,2020-03-22,Vancouver,walking,39.58
807,2020-03-23,Vancouver,walking,42.74
808,2020-03-24,Vancouver,walking,43.91
809,2020-03-25,Vancouver,walking,46.99
810,2020-03-26,Vancouver,walking,37.93
811,2020-03-27,Vancouver,walking,40.52
812,2020-03-28,Vancouver,walking,33.47
813,2020-03-29,Vancouver,walking,40.69
814,2020-03-30,Vancouver,walking,39.58
815,2020-03-31,Vancouver,walking,45.06
816,2020-04-01,Vancouver,walking,44.05
817,2020-04-02,Vancouver,walking,41.46
818,2020-04-03,Vancouver,walking,46.34
819,2020-04-04,Vancouver,walking,42.52
820,2020-04-05,Vancouver,walking,39.18
821,2020-04-06,Vancouver,walking,48.19
822,2020-04-07,Vancouver,walking,48.61
823,2020-04-08,Vancouver,walking,51.68
824,2020-04-09,Vancouver,walking,54.31
825,2020-04-10,Vancouver,walking,50.27
826,2020-04-11,Vancouver,walking,51.57
827,2020-04-12,Vancouver,walking,43.02
828,2020-04-13,Vancouver,walking,49.47
829,2020-01-13,Calgary,driving,100.0
830,2020-01-14,Calgary,driving,101.94
831,2020-01-15,Calgary,driving,100.5
832,2020-01-16,Calgary,driving,103.28
833,2020-01-17,Calgary,driving,113.39
834,2020-01-18,Calgary,driving,107.23
835,2020-01-19,Calgary,driving,80.72
836,2020-01-20,Calgary,driving,100.75
837,2020-01-21,Calgary,driving,104.51
838,2020-01-22,Calgary,driving,106.57
839,2020-01-23,Calgary,driving,107.43
840,2020-01-24,Calgary,driving,122.12
841,2020-01-25,Calgary,driving,114.36
842,2020-01-26,Calgary,driving,79.77
843,2020-01-27,Calgary,driving,96.35
844,2020-01-28,Calgary,driving,102.95
845,2020-01-29,Calgary,driving,103.61
846,2020-01-30,Calgary,driving,107.49
847,2020-01-31,Calgary,driving,126.67
848,2020-02-01,Calgary,driving,111.52
849,2020-02-02,Calgary,driving,80.58
850,2020-02-03,Calgary,driving,96.04
851,2020-02-04,Calgary,driving,102.19
852,2020-02-05,Calgary,driving,100.27
853,2020-02-06,Calgary,driving,105.3
854,2020-02-07,Calgary,driving,119.49
855,2020-02-08,Calgary,driving,112.8
856,2020-02-09,Calgary,driving,82.88
857,2020-02-10,Calgary,driving,97.51
858,2020-02-11,Calgary,driving,101.44
859,2020-02-12,Calgary,driving,103.78
860,2020-02-13,Calgary,driving,111.16
861,2020-02-14,Calgary,driving,130.28
862,2020-02-15,Calgary,driving,113.75
863,2020-02-16,Calgary,driving,90.53
864,2020-02-17,Calgary,driving,78.39
865,2020-02-18,Calgary,driving,110.56
866,2020-02-19,Calgary,driving,109.84
867,2020-02-20,Calgary,driving,115.46
868,2020-02-21,Calgary,driving,128.74
869,2020-02-22,Calgary,driving,124.68
870,2020-02-23,Calgary,driving,87.66
871,2020-02-24,Calgary,driving,97.58
872,2020-02-25,Calgary,driving,103.07
873,2020-02-26,Calgary,driving,103.35
874,2020-02-27,Calgary,driving,108.2
875,2020-02-28,Calgary,driving,124.83
876,2020-02-29,Calgary,driving,119.33
877,2020-03-01,Calgary,driving,86.58
878,2020-03-02,Calgary,driving,97.43
879,2020-03-03,Calgary,driving,103.94
880,2020-03-04,Calgary,driving,106.58
881,2020-03-05,Calgary,driving,106.94
882,2020-03-06,Calgary,driving,122.52
883,2020-03-07,Calgary,driving,107.91
884,2020-03-08,Calgary,driving,80.53
885,2020-03-09,Calgary,driving,93.64
886,2020-03-10,Calgary,driving,97.91
887,2020-03-11,Calgary,driving,98.59
888,2020-03-12,Calgary,driving,93.08
889,2020-03-13,Calgary,driving,89.7
890,2020-03-14,Calgary,driving,68.69
891,2020-03-15,Calgary,driving,53.52
892,2020-03-16,Calgary,driving,62.22
893,2020-03-17,Calgary,driving,59.51
894,2020-03-18,Calgary,driving,55.21
895,2020-03-19,Calgary,driving,53.61
896,2020-03-20,Calgary,driving,59.14
897,2020-03-21,Calgary,driving,47.86
898,2020-03-22,Calgary,driving,38.06
899,2020-03-23,Calgary,driving,48.55
900,2020-03-24,Calgary,driving,44.86
901,2020-03-25,Calgary,driving,46.83
902,2020-03-26,Calgary,driving,47.52
903,2020-03-27,Calgary,driving,54.27
904,2020-03-28,Calgary,driving,42.59
905,2020-03-29,Calgary,driving,36.5
906,2020-03-30,Calgary,driving,43.26
907,2020-03-31,Calgary,driving,44.48
908,2020-04-01,Calgary,driving,45.8
909,2020-04-02,Calgary,driving,46.14
910,2020-04-03,Calgary,driving,51.63
911,2020-04-04,Calgary,driving,45.39
912,2020-04-05,Calgary,driving,34.11
913,2020-04-06,Calgary,driving,47.34
914,2020-04-07,Calgary,driving,46.7
915,2020-04-08,Calgary,driving,50.93
916,2020-04-09,Calgary,driving,62.27
917,2020-04-10,Calgary,driving,46.72
918,2020-04-11,Calgary,driving,45.34
919,2020-04-12,Calgary,driving,35.26
920,2020-04-13,Calgary,driving,47.4
921,2020-01-13,Calgary,transit,100.0
922,2020-01-14,Calgary,transit,97.6
923,2020-01-15,Calgary,transit,92.02
924,2020-01-16,Calgary,transit,96.35
925,2020-01-17,Calgary,transit,97.68
926,2020-01-18,Calgary,transit,81.31
927,2020-01-19,Calgary,transit,78.28
928,2020-01-20,Calgary,transit,117.22
929,2020-01-21,Calgary,transit,119.2
930,2020-01-22,Calgary,transit,115.49
931,2020-01-23,Calgary,transit,111.5
932,2020-01-24,Calgary,transit,113.99
933,2020-01-25,Calgary,transit,95.42
934,2020-01-26,Calgary,transit,73.49
935,2020-01-27,Calgary,transit,106.79
936,2020-01-28,Calgary,transit,112.78
937,2020-01-29,Calgary,transit,116.83
938,2020-01-30,Calgary,transit,117.45
939,2020-01-31,Calgary,transit,119.8
940,2020-02-01,Calgary,transit,95.66
941,2020-02-02,Calgary,transit,78.56
942,2020-02-03,Calgary,transit,105.57
943,2020-02-04,Calgary,transit,108.22
944,2020-02-05,Calgary,transit,106.07
945,2020-02-06,Calgary,transit,112.65
946,2020-02-07,Calgary,transit,116.43
947,2020-02-08,Calgary,transit,92.12
948,2020-02-09,Calgary,transit,73.82
949,2020-02-10,Calgary,transit,106.64
950,2020-02-11,Calgary,transit,105.83
951,2020-02-12,Calgary,transit,110.22
952,2020-02-13,Calgary,transit,123.36
953,2020-02-14,Calgary,transit,120.03
954,2020-02-15,Calgary,transit,97.0
955,2020-02-16,Calgary,transit,75.69
956,2020-02-17,Calgary,transit,82.91
957,2020-02-18,Calgary,transit,107.73
958,2020-02-19,Calgary,transit,111.31
959,2020-02-20,Calgary,transit,117.94
960,2020-02-21,Calgary,transit,126.11
961,2020-02-22,Calgary,transit,99.8
962,2020-02-23,Calgary,transit,76.61
963,2020-02-24,Calgary,transit,107.37
964,2020-02-25,Calgary,transit,108.4
965,2020-02-26,Calgary,transit,104.76
966,2020-02-27,Calgary,transit,107.69
967,2020-02-28,Calgary,transit,123.13
968,2020-02-29,Calgary,transit,98.49
969,2020-03-01,Calgary,transit,75.81
970,2020-03-02,Calgary,transit,103.99
971,2020-03-03,Calgary,transit,109.33
972,2020-03-04,Calgary,transit,112.41
973,2020-03-05,Calgary,transit,108.98
974,2020-03-06,Calgary,transit,122.71
975,2020-03-07,Calgary,transit,90.08
976,2020-03-08,Calgary,transit,77.0
977,2020-03-09,Calgary,transit,100.97
978,2020-03-10,Calgary,transit,102.98
979,2020-03-11,Calgary,transit,102.18
980,2020-03-12,Calgary,transit,89.22
981,2020-03-13,Calgary,transit,77.11
982,2020-03-14,Calgary,transit,55.83
983,2020-03-15,Calgary,transit,46.26
984,2020-03-16,Calgary,transit,48.87
985,2020-03-17,Calgary,transit,40.63
986,2020-03-18,Calgary,transit,35.71
987,2020-03-19,Calgary,transit,32.34
988,2020-03-20,Calgary,transit,32.91
989,2020-03-21,Calgary,transit,26.55
990,2020-03-22,Calgary,transit,24.18
991,2020-03-23,Calgary,transit,26.34
992,2020-03-24,Calgary,transit,23.38
993,2020-03-25,Calgary,transit,25.01
994,2020-03-26,Calgary,transit,21.55
995,2020-03-27,Calgary,transit,23.64
996,2020-03-28,Calgary,transit,18.69
997,2020-03-29,Calgary,transit,18.82
998,2020-03-30,Calgary,transit,23.66
999,2020-03-31,Calgary,transit,21.42
1000,2020-04-01,Calgary,transit,21.63
1001,2020-04-02,Calgary,transit,20.44
1002,2020-04-03,Calgary,transit,19.33
1003,2020-04-04,Calgary,transit,20.18
1004,2020-04-05,Calgary,transit,17.31
1005,2020-04-06,Calgary,transit,23.36
1006,2020-04-07,Calgary,transit,20.8
1007,2020-04-08,Calgary,transit,23.75
1008,2020-04-09,Calgary,transit,22.76
1009,2020-04-10,Calgary,transit,18.18
1010,2020-04-11,Calgary,transit,18.66
1011,2020-04-12,Calgary,transit,16.84
1012,2020-04-13,Calgary,transit,20.23
1013,2020-01-13,Calgary,walking,100.0
1014,2020-01-14,Calgary,walking,109.75
1015,2020-01-15,Calgary,walking,107.73
1016,2020-01-16,Calgary,walking,110.55
1017,2020-01-17,Calgary,walking,129.2
1018,2020-01-18,Calgary,walking,127.33
1019,2020-01-19,Calgary,walking,96.13
1020,2020-01-20,Calgary,walking,125.53
1021,2020-01-21,Calgary,walking,146.35
1022,2020-01-22,Calgary,walking,150.62
1023,2020-01-23,Calgary,walking,143.29
1024,2020-01-24,Calgary,walking,169.23
1025,2020-01-25,Calgary,walking,159.13
1026,2020-01-26,Calgary,walking,112.5
1027,2020-01-27,Calgary,walking,123.78
1028,2020-01-28,Calgary,walking,143.63
1029,2020-01-29,Calgary,walking,132.22
1030,2020-01-30,Calgary,walking,146.1
1031,2020-01-31,Calgary,walking,165.58
1032,2020-02-01,Calgary,walking,153.92
1033,2020-02-02,Calgary,walking,100.42
1034,2020-02-03,Calgary,walking,109.81
1035,2020-02-04,Calgary,walking,123.85
1036,2020-02-05,Calgary,walking,124.26
1037,2020-02-06,Calgary,walking,139.52
1038,2020-02-07,Calgary,walking,162.08
1039,2020-02-08,Calgary,walking,144.84
1040,2020-02-09,Calgary,walking,97.82
1041,2020-02-10,Calgary,walking,120.02
1042,2020-02-11,Calgary,walking,133.71
1043,2020-02-12,Calgary,walking,124.11
1044,2020-02-13,Calgary,walking,168.41
1045,2020-02-14,Calgary,walking,200.65
1046,2020-02-15,Calgary,walking,170.43
1047,2020-02-16,Calgary,walking,132.92
1048,2020-02-17,Calgary,walking,91.18
1049,2020-02-18,Calgary,walking,136.93
1050,2020-02-19,Calgary,walking,141.26
1051,2020-02-20,Calgary,walking,173.46
1052,2020-02-21,Calgary,walking,184.29
1053,2020-02-22,Calgary,walking,168.36
1054,2020-02-23,Calgary,walking,104.94
1055,2020-02-24,Calgary,walking,120.58
1056,2020-02-25,Calgary,walking,130.4
1057,2020-02-26,Calgary,walking,136.43
1058,2020-02-27,Calgary,walking,139.76
1059,2020-02-28,Calgary,walking,173.68
1060,2020-02-29,Calgary,walking,158.82
1061,2020-03-01,Calgary,walking,113.31
1062,2020-03-02,Calgary,walking,132.42
1063,2020-03-03,Calgary,walking,137.45
1064,2020-03-04,Calgary,walking,135.88
1065,2020-03-05,Calgary,walking,141.7
1066,2020-03-06,Calgary,walking,172.71
1067,2020-03-07,Calgary,walking,139.88
1068,2020-03-08,Calgary,walking,103.73
1069,2020-03-09,Calgary,walking,125.45
1070,2020-03-10,Calgary,walking,127.38
1071,2020-03-11,Calgary,walking,125.51
1072,2020-03-12,Calgary,walking,116.37
1073,2020-03-13,Calgary,walking,101.87
1074,2020-03-14,Calgary,walking,88.01
1075,2020-03-15,Calgary,walking,69.29
1076,2020-03-16,Calgary,walking,86.9
1077,2020-03-17,Calgary,walking,76.85
1078,2020-03-18,Calgary,walking,65.53
1079,2020-03-19,Calgary,walking,67.41
1080,2020-03-20,Calgary,walking,77.1
1081,2020-03-21,Calgary,walking,69.18
1082,2020-03-22,Calgary,walking,65.11
1083,2020-03-23,Calgary,walking,70.03
1084,2020-03-24,Calgary,walking,64.09
1085,2020-03-25,Calgary,walking,67.38
1086,2020-03-26,Calgary,walking,67.45
1087,2020-03-27,Calgary,walking,73.4
1088,2020-03-28,Calgary,walking,57.78
1089,2020-03-29,Calgary,walking,61.3
1090,2020-03-30,Calgary,walking,53.1
1091,2020-03-31,Calgary,walking,57.62
1092,2020-04-01,Calgary,walking,58.84
1093,2020-04-02,Calgary,walking,56.95
1094,2020-04-03,Calgary,walking,58.01
1095,2020-04-04,Calgary,walking,65.21
1096,2020-04-05,Calgary,walking,49.31
1097,2020-04-06,Calgary,walking,72.66
1098,2020-04-07,Calgary,walking,65.47
1099,2020-04-08,Calgary,walking,73.93
1100,2020-04-09,Calgary,walking,88.37
1101,2020-04-10,Calgary,walking,61.7
1102,2020-04-11,Calgary,walking,63.29
1103,2020-04-12,Calgary,walking,50.48
1104,2020-04-13,Calgary,walking,63.78
1105,2020-01-13,Edmonton,driving,100.0
1106,2020-01-14,Edmonton,driving,102.98
1107,2020-01-15,Edmonton,driving,104.72
1108,2020-01-16,Edmonton,driving,111.86
1109,2020-01-17,Edmonton,driving,129.58
1110,2020-01-18,Edmonton,driving,120.51
1111,2020-01-19,Edmonton,driving,85.96
1112,2020-01-20,Edmonton,driving,108.93
1113,2020-01-21,Edmonton,driving,113.75
1114,2020-01-22,Edmonton,driving,121.92
1115,2020-01-23,Edmonton,driving,117.68
1116,2020-01-24,Edmonton,driving,129.97
1117,2020-01-25,Edmonton,driving,125.58
1118,2020-01-26,Edmonton,driving,88.11
1119,2020-01-27,Edmonton,driving,102.72
1120,2020-01-28,Edmonton,driving,109.13
1121,2020-01-29,Edmonton,driving,114.16
1122,2020-01-30,Edmonton,driving,115.33
1123,2020-01-31,Edmonton,driving,132.69
1124,2020-02-01,Edmonton,driving,119.02
1125,2020-02-02,Edmonton,driving,88.71
1126,2020-02-03,Edmonton,driving,100.05
1127,2020-02-04,Edmonton,driving,106.16
1128,2020-02-05,Edmonton,driving,106.93
1129,2020-02-06,Edmonton,driving,114.13
1130,2020-02-07,Edmonton,driving,131.26
1131,2020-02-08,Edmonton,driving,127.22
1132,2020-02-09,Edmonton,driving,87.91
1133,2020-02-10,Edmonton,driving,102.48
1134,2020-02-11,Edmonton,driving,129.55
1135,2020-02-12,Edmonton,driving,118.77
1136,2020-02-13,Edmonton,driving,121.38
1137,2020-02-14,Edmonton,driving,141.73
1138,2020-02-15,Edmonton,driving,127.8
1139,2020-02-16,Edmonton,driving,99.46
1140,2020-02-17,Edmonton,driving,83.2
1141,2020-02-18,Edmonton,driving,112.69
1142,2020-02-19,Edmonton,driving,116.11
1143,2020-02-20,Edmonton,driving,117.8
1144,2020-02-21,Edmonton,driving,130.48
1145,2020-02-22,Edmonton,driving,128.72
1146,2020-02-23,Edmonton,driving,91.36
1147,2020-02-24,Edmonton,driving,101.5
1148,2020-02-25,Edmonton,driving,107.17
1149,2020-02-26,Edmonton,driving,108.94
1150,2020-02-27,Edmonton,driving,116.57
1151,2020-02-28,Edmonton,driving,138.37
1152,2020-02-29,Edmonton,driving,133.63
1153,2020-03-01,Edmonton,driving,96.32
1154,2020-03-02,Edmonton,driving,104.57
1155,2020-03-03,Edmonton,driving,108.45
1156,2020-03-04,Edmonton,driving,109.35
1157,2020-03-05,Edmonton,driving,111.38
1158,2020-03-06,Edmonton,driving,132.41
1159,2020-03-07,Edmonton,driving,125.01
1160,2020-03-08,Edmonton,driving,86.51
1161,2020-03-09,Edmonton,driving,101.84
1162,2020-03-10,Edmonton,driving,106.45
1163,2020-03-11,Edmonton,driving,105.73
1164,2020-03-12,Edmonton,driving,102.34
1165,2020-03-13,Edmonton,driving,103.52
1166,2020-03-14,Edmonton,driving,86.52
1167,2020-03-15,Edmonton,driving,60.53
1168,2020-03-16,Edmonton,driving,71.81
1169,2020-03-17,Edmonton,driving,67.21
1170,2020-03-18,Edmonton,driving,62.02
1171,2020-03-19,Edmonton,driving,61.78
1172,2020-03-20,Edmonton,driving,67.18
1173,2020-03-21,Edmonton,driving,51.51
1174,2020-03-22,Edmonton,driving,39.22
1175,2020-03-23,Edmonton,driving,52.46
1176,2020-03-24,Edmonton,driving,51.91
1177,2020-03-25,Edmonton,driving,52.9
1178,2020-03-26,Edmonton,driving,54.07
1179,2020-03-27,Edmonton,driving,61.58
1180,2020-03-28,Edmonton,driving,45.84
1181,2020-03-29,Edmonton,driving,36.84
1182,2020-03-30,Edmonton,driving,51.2
1183,2020-03-31,Edmonton,driving,48.69
1184,2020-04-01,Edmonton,driving,52.83
1185,2020-04-02,Edmonton,driving,51.03
1186,2020-04-03,Edmonton,driving,59.27
1187,2020-04-04,Edmonton,driving,47.95
1188,2020-04-05,Edmonton,driving,37.05
1189,2020-04-06,Edmonton,driving,52.35
1190,2020-04-07,Edmonton,driving,53.32
1191,2020-04-08,Edmonton,driving,56.64
1192,2020-04-09,Edmonton,driving,66.91
1193,2020-04-10,Edmonton,driving,53.84
